,brand,current_price,old_price,discount,description,ratings,times_reviewed,ROM,RAM,mAh,camera,total_camera,screen_size(inch),star
244,Samsung,150000,150000,0,Galaxy S7 Edge (4GB Ram 32GB Rom) Gold Platinuim,60,2,32.0,4.0,,,21.0,6.0,3.0
245,Huawei,39900,59900,33,P8 4G LTE Mobile Phone Android Kirin 935 Octa Core 5.2 Inch IPS 1920X1080 3GB RAM 16GB ROM 13.0MP- Smoke Grey,60,1,16.0,3.0,,13.0MP,13.0,5.2,3.0
246,Gionee,69000,219999,69,"M7 Power (4GB, 64GB ROM) 5000mAh, 13MP+8MP, Android 7.1, Dual Sim 4G LTE - Black",77,6,64.0,4.0,5000.0,13MP+8MP,21.0,6.0,4.0
247,Hisense,19850,19850,0,Smart Android Phone U962 LED 8GB+1GB Flash/2MP Selfie Quad-core 4GHz,80,1,8.0,1.0,,2MP,2.0,6.0,4.0
248,Itel,37500,45000,17,"S15 Pro 6.088"" HD+, 16MP AI Selfie Camera, 2GB RAM + 32GB ROM,  4G, Face ID & Fingerprint, 3000mAh - GRADATION PURPLE",80,1,32.0,2.0,3000.0,16MP,16.0,6.09,4.0
249,LG,89000,89000,0,G6 VS988 Snapdragon 821 Dual Rear Camera 5.7'' 4GB+32GB+64GB  LTE 4G Single SIM - Blue 64GB,100,1,32.0,4.0,,,21.0,5.7,5.0
250,Blackview,36580,52257,30,"A60 Pro 3GB+16GB 6.088"" Waterdrop Screen Android 9.0 4G Dual SIM Smartphone - Black",80,1,16.0,3.0,,,21.0,6.09,4.0
251,Samsung,59900,96800,38,"Galaxy S6 Edge 5.1"" Curved Screen 32GB ROM 16MP Phone - Black",90,2,32.0,4.0,,16MP,16.0,5.1,4.5
252,Leagoo,60410,84494,29,"T5 5.5-Inch FHD 2.5D MTK6750T Octa Core 1.5GHz (4GB,64GB ROM) Android 7.0 Nougat, (13MP + 5MP) + 13MP Dual Rear Cameras Fingerprint Dual SIM 4G LTE Smartphone - Gold",77,121,64.0,4.0,,13MP+5MP+13MP,31.0,5.5,4.0
253,Lenovo,39990,67280,41,K5 Note SmartPhone Snapdragon 450 Octa-Core 4GB 64GB -Gold,80,5,64.0,4.0,,,21.0,6.0,4.0
254,Nokia,43130,55999,23,"3.1 PLUS 3GB RAM+32GB ROM 6.0inch18:9 HD Mobile Phone,13MP+5MP,Helio P22 Octa Core Smartphone",94,6,32.0,3.0,,13MP+5MP,18.0,6.0,5.0
255,Samsung,74500,125000,40,Galaxy S7 Edge 5.5'' QHD(4GB+32GB) 12MP+5MP 4G Smartphone-Silver,100,1,32.0,4.0,,12MP+5MP,17.0,5.5,5.0
256,Samsung,85000,85000,0,"Galaxy A30s, 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (25MP + 8MP + 8MP) 4G LTE Dual SIM - Prism Crush White",100,1,64.0,4.0,,25MP+8MP+8MP,41.0,6.4,5.0
257,Samsung,170000,170000,0,"Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone Dual Sim - Purple+Free Pouch",20,1,64.0,4.0,,12MP+8MP,20.0,5.8,1.0
258,Huawei,76960,100048,23,"Honor 8X 4G Phablet 6.5 Inch (4GB RAM 64GB ROM),  Android 8.1 5000mAh  -BLACK",80,1,64.0,4.0,5000.0,,21.0,6.5,4.0
259,Itel,30499,32500,6,"P32 5.5-Inch (1GB,16GB RAM) Dual Rear Camera (5MP + 5MP) + 5MP Dual SIM 4000mAh - Ice Blue",100,1,16.0,1.0,4000.0,5MP+5MP+5MP,15.0,5.5,5.0
260,LG,89000,89000,0,G6 VS988 Snapdragon 821 Dual Rear Camera 5.7'' 4GB+32GB+64GB  LTE 4G Single SIM - Black 64GB,100,1,32.0,4.0,,,21.0,5.7,5.0
261,Itel,20650,23000,10,"A33 5-Inch (16GB ROM,1GB RAM) Android 8.1 Oreo Go, 5MP + 2MP Fingerprint ID 3G Smartphone - Gradation Red",80,1,16.0,1.0,,5MP+2MP,7.0,5.0,4.0
262,Leagoo,19900,26999,26,"KIICAA POWER 5.0 Inch (2GB,16GB ROM) Android 7.0 Nougat, 4000mAh- Champagne Gold",79,121,16.0,2.0,4000.0,,21.0,5.0,4.0
263,Tecno,75000,75000,0,"POP 2 Power (B1P) 5.5"" Android 8.1, 4000mAh Battery, 16GB ROM+1GB RAM, 8+5MP Beauty Camera, Fingerprint, Face ID - City Blue",87,131,16.0,1.0,4000.0,5MP,5.0,5.5,4.5
264,Doogee,158399,213550,26,"S95 Pro Rugged Phone 8GB+128GB, 6.3 Inch Android 9.0 5150mAh Battery - Black",20,1,128.0,8.0,5150.0,,21.0,6.3,1.0
265,Samsung,295000,295000,0,"Galaxy Note 10, 6.3-Inch (8GB RAM, 256GB ROM), (12MP + 12MP + 16MP) Dual SIM - Aura Glow",80,1,256.0,8.0,,12MP+12MP+16MP,40.0,6.3,4.0
266,Samsung,144999,144999,0,Galaxy S8 Dual Sim - 64GB ROM/4GB RAM 5.8-Inch 12MP+8MP Android 7.0 Nougat - Coral Blue,40,1,64.0,4.0,,12MP+8MP,20.0,5.8,2.0
267,Nokia,44500,44500,0,"2.3 Screen Size 6.2"" 2GB RAM 32GB ROM 4000mAh Battery Dual Nano SIM - Cyan Green",97,6,32.0,2.0,4000.0,,21.0,6.2,5.0
